Zip Code,NEVER,RARELY,SOMETIMES,FREQUENTLY,ALWAYS
89505,0.024,0.025,0.06,0.215,0.676

89301,0.059,0.016,0.208,0.421,0.296

89701,0.023,0.064,0.054,0.274,0.585

03269,0.114,0.02,0.11,0.158,0.598

03259,0.088,0.035,0.107,0.172,0.598

03448,0.02,0.075,0.093,0.202,0.609

03597,0.017,0.05,0.068,0.169,0.697

03765,0.039,0.026,0.032,0.199,0.705

03468,0.03,0.069,0.066,0.164,0.67

03243,0.085,0.067,0.075,0.158,0.615

03859,0.018,0.057,0.074,0.212,0.639

03822,0.08,0.074,0.098,0.19,0.558

03754,0.06,0.103,0.012,0.252,0.574

08240,0.019,0.041,0.03,0.176,0.734

07602,0.02,0.014,0.053,0.151,0.762

08554,0.023,0.02,0.043,0.134,0.779

08031,0.028,0.005,0.027,0.137,0.802

08219,0.013,0.011,0.022,0.214,0.74

08362,0.032,0.006,0.058,0.142,0.762

07105,0.035,0.014,0.085,0.183,0.682

08039,0.047,0.01,0.052,0.145,0.746

07399,0.022,0.019,0.077,0.211,0.67

07979,0.007,0.038,0.065,0.085,0.804

08611,0.017,0.014,0.05,0.162,0.757

08899,0.02,0.016,0.054,0.146,0.765

08724,0.01,0.022,0.041,0.164,0.764

07842,0.023,0.018,0.049,0.191,0.72

08738,0.012,0.056,0.055,0.104,0.772

07502,0.029,0.015,0.063,0.138,0.756

08072,0.041,0.043,0.036,0.154,0.726

07977,0.016,0.027,0.046,0.12,0.791

07825,0.02,0.026,0.029,0.205,0.72

07078,0.012,0.011,0.059,0.202,0.716

07833,0.035,0.02,0.044,0.152,0.749

87026,0.036,0.014,0.057,0.135,0.758

88039,0.054,0.039,0.036,0.109,0.762

88230,0.074,0.04,0.108,0.144,0.634

87021,0.003,0.059,0.014,0.085,0.839

87749,0.041,0.019,0.091,0.106,0.743

88112,0.011,0.129,0.111,0.209,0.54

88136,0.036,0.069,0.085,0.098,0.712

88024,0.011,0.044,0.036,0.097,0.812

88254,0.2,0.07,0.092,0.239,0.399

88038,0.043,0.031,0.15,0.205,0.572

87711,0.014,0.049,0.072,0.098,0.766

87743,0.057,0.152,0.062,0.115,0.614

88045,0.056,0.037,0.186,0.153,0.569

88262,0.112,0.024,0.115,0.331,0.418

88343,0.04,0.012,0.055,0.162,0.731

87544,0.001,0.041,0.076,0.173,0.709

88031,0.105,0.046,0.024,0.11,0.715

87320,0.01,0.06,0.008,0.202,0.721

87750,0.002,0.027,0.067,0.098,0.806

88354,0.074,0.03,0.143,0.158,0.595

88112,0.049,0.152,0.07,0.159,0.571

87511,0.007,0.054,0.102,0.162,0.675

88118,0.009,0.154,0.089,0.146,0.602

87013,0.017,0.015,0.096,0.11,0.762

87415,0.057,0.015,0.118,0.255,0.555

87742,0.004,0.02,0.057,0.119,0.8

87535,0.008,0.016,0.031,0.143,0.803

87939,0.03,0.039,0.033,0.239,0.659

87832,0.002,0.008,0.05,0.193,0.746

87556,0.006,0.041,0.055,0.113,0.785

87032,0.097,0.005,0.035,0.167,0.696

88424,0.12,0.118,0.127,0.242,0.393

87023,0.006,0.009,0.143,0.195,0.648

12227,0.006,0.012,0.052,0.142,0.788

14536,0.062,0.015,0.028,0.124,0.771

10803,0.043,0.013,0.066,0.136,0.742

13749,0.044,0.028,0.051,0.066,0.812

14168,0.015,0.013,0.024,0.156,0.793

13118,0,0.033,0.072,0.162,0.732

14722,0.029,0.024,0.038,0.206,0.703

14894,0.012,0.046,0.092,0.256,0.594

13843,0.048,0.045,0.015,0.156,0.735

12912,0.017,0.024,0.102,0.084,0.773

12541,0.014,0.004,0.029,0.104,0.848

13087,0.001,0.062,0.015,0.118,0.803

12430,0.057,0.053,0.034,0.112,0.744

12604,0.007,0.009,0.031,0.099,0.854

14273,0.018,0.014,0.04,0.161,0.766

12989,0.05,0.05,0.057,0.107,0.736

12989,0.026,0.027,0.117,0.097,0.733

13454,0.078,0.015,0.06,0.118,0.729

14001,0.001,0.017,0.015,0.187,0.781

12452,0.022,0.014,0.03,0.146,0.788

13436,0.042,0.024,0.053,0.229,0.653

13475,0.015,0.026,0.042,0.158,0.758

13674,0.008,0.058,0.038,0.116,0.78

11241,0.035,0.034,0.058,0.141,0.732

13325,0.069,0.036,0.02,0.11,0.765

14423,0.011,0.034,0.009,0.111,0.835

13314,0.003,0.015,0.043,0.107,0.832

14653,0.018,0.012,0.056,0.129,0.785

12069,0.102,0.005,0.054,0.09,0.749

11773,0.017,0.018,0.043,0.142,0.779

10157,0.02,0.016,0.04,0.121,0.803

14144,0.001,0.028,0.037,0.204,0.73

13504,0.016,0.025,0.033,0.153,0.774

13041,0.019,0.008,0.054,0.163,0.756

14532,0.001,0.012,0.031,0.107,0.849

10922,0.023,0.008,0.042,0.18,0.746

14479,0.001,0.033,0.059,0.213,0.693

13083,0.017,0.003,0.094,0.119,0.766

13342,0.032,0.065,0.027,0.096,0.779

10537,0.003,0.018,0.022,0.105,0.852

11451,0.022,0.023,0.068,0.136,0.751

12133,0.018,0.018,0.073,0.14,0.751

10305,0.033,0.015,0.046,0.178,0.728

10931,0.011,0.018,0.054,0.195,0.722

13678,0.027,0.029,0.095,0.149,0.701

12863,0.02,0.012,0.062,0.156,0.751

12307,0.04,0.007,0.051,0.06,0.841

12031,0.007,0.02,0.04,0.108,0.825

14876,0.01,0.009,0.071,0.239,0.67

14532,0.001,0.012,0.042,0.082,0.864

14839,0.036,0.031,0.057,0.201,0.674

11964,0.04,0.019,0.053,0.106,0.782

12778,0.024,0.03,0.043,0.085,0.817

13812,0.019,0.011,0.018,0.114,0.839

14852,0.012,0.01,0.046,0.098,0.833

12412,0.014,0.023,0.045,0.1,0.818

12811,0.026,0.018,0.104,0.13,0.723

12819,0.026,0.027,0.135,0.138,0.673

14449,0.001,0.016,0.061,0.132,0.789

10596,0.025,0.018,0.044,0.115,0.798

14536,0.001,0.024,0.008,0.107,0.861

14415,0,0.006,0.023,0.087,0.884

27249,0.04,0.073,0.126,0.175,0.586

28689,0.027,0.023,0.103,0.272,0.575

28623,0.153,0.067,0.067,0.21,0.504

28170,0.053,0.062,0.08,0.163,0.641

28615,0.149,0.026,0.083,0.287,0.455

28705,0.096,0.01,0.212,0.173,0.509

27865,0.037,0.08,0.041,0.219,0.623

27847,0.1,0.04,0.064,0.214,0.582

28441,0.073,0.023,0.076,0.104,0.724

28468,0.024,0.018,0.036,0.248,0.673

28792,0.009,0.023,0.044,0.23,0.693

28090,0.091,0.056,0.124,0.189,0.54

28262,0.04,0.022,0.092,0.27,0.576

28667,0.028,0.031,0.072,0.199,0.67

27976,0.091,0.025,0.121,0.188,0.575

28532,0.01,0.067,0.167,0.197,0.56

27311,0.06,0.035,0.199,0.179,0.527

28090,0.035,0.07,0.13,0.214,0.551

27559,0.007,0.025,0.063,0.139,0.766

28902,0.085,0.109,0.101,0.147,0.557

27932,0.044,0.011,0.152,0.296,0.497

28909,0.099,0.091,0.095,0.169,0.546

28038,0.062,0.121,0.094,0.151,0.573

28439,0.179,0.043,0.113,0.155,0.511

28532,0.034,0.068,0.212,0.215,0.47

28308,0.028,0.047,0.1,0.175,0.649

27958,0.157,0.021,0.131,0.167,0.524

27920,0.028,0.005,0.102,0.194,0.671

27293,0.058,0.085,0.169,0.134,0.554

27055,0.074,0.067,0.037,0.14,0.681

28466,0.068,0.044,0.143,0.126,0.62

27710,0.017,0.014,0.033,0.104,0.832

27834,0.021,0.037,0.055,0.184,0.703

27152,0.02,0.022,0.068,0.183,0.706

27882,0.038,0.03,0.061,0.127,0.745

28086,0.038,0.079,0.054,0.197,0.632

27935,0.008,0.022,0.19,0.21,0.57

28771,0.095,0.072,0.096,0.236,0.502

27572,0.042,0.033,0.082,0.107,0.736

28580,0.072,0.061,0.127,0.24,0.501

27495,0.04,0.055,0.117,0.199,0.588

27891,0.014,0.007,0.068,0.2,0.711

27552,0.031,0.069,0.06,0.129,0.711

28786,0.077,0.039,0.03,0.188,0.666

28792,0.014,0.028,0.042,0.201,0.715

27818,0.02,0.007,0.06,0.217,0.696

28357,0.009,0.047,0.092,0.236,0.616

27885,0.133,0.03,0.08,0.259,0.498

28689,0.08,0.051,0.106,0.219,0.544

28751,0.077,0.065,0.067,0.176,0.616

27528,0.032,0.022,0.113,0.151,0.682

28562,0.064,0.051,0.208,0.233,0.445

27505,0.066,0.102,0.081,0.115,0.636

28580,0.109,0.041,0.112,0.228,0.51

28090,0.029,0.09,0.084,0.234,0.563

28749,0.075,0.114,0.105,0.143,0.563

28744,0.153,0.039,0.085,0.182,0.541

28754,0.016,0.034,0.08,0.178,0.692

27841,0.084,0.089,0.071,0.15,0.605

28237,0.029,0.037,0.075,0.166,0.694

28705,0.096,0.035,0.146,0.154,0.569

27247,0.027,0.056,0.078,0.184,0.655

28387,0.039,0.105,0.041,0.237,0.578

27882,0.044,0.032,0.038,0.212,0.673

28412,0.019,0.032,0.032,0.25,0.667

27867,0.017,0.003,0.067,0.201,0.712

28542,0.039,0.039,0.159,0.254,0.509

27572,0.01,0.02,0.028,0.142,0.801

28537,0.036,0.057,0.181,0.243,0.482

27909,0.067,0.021,0.11,0.238,0.563

28466,0.05,0.035,0.142,0.169,0.603

27932,0.036,0.014,0.154,0.299,0.498

27572,0.01,0.008,0.07,0.166,0.746

27833,0.034,0.065,0.085,0.204,0.612

28792,0.018,0.115,0.105,0.263,0.499

27370,0.066,0.078,0.105,0.138,0.613

28345,0.05,0.039,0.145,0.153,0.612

28357,0.062,0.031,0.116,0.165,0.626

27311,0.125,0.094,0.124,0.111,0.546

28115,0.086,0.065,0.131,0.175,0.542

28720,0.045,0.17,0.098,0.156,0.532

28466,0.006,0.005,0.084,0.197,0.708

28353,0.137,0.029,0.178,0.199,0.458

28124,0.029,0.083,0.097,0.217,0.574

27025,0.015,0.034,0.116,0.247,0.588

27007,0.019,0.041,0.1,0.382,0.458

28771,0.079,0.061,0.086,0.247,0.528

28759,0.025,0.013,0.047,0.224,0.691

27928,0.054,0.016,0.103,0.301,0.527

28110,0.06,0.045,0.067,0.213,0.615

27584,0.042,0.031,0.137,0.159,0.631

27676,0.015,0.02,0.07,0.168,0.727

27842,0.027,0.024,0.105,0.158,0.686

27865,0.113,0.053,0.057,0.301,0.476

28679,0.062,0.01,0.072,0.363,0.493

28551,0.017,0.018,0.09,0.132,0.744

28656,0.046,0.071,0.164,0.208,0.511

27883,0.013,0.067,0.081,0.248,0.59

28689,0.073,0.027,0.08,0.199,0.621

28705,0.028,0.019,0.063,0.224,0.665

58650,0.219,0.166,0.189,0.233,0.193

58429,0.111,0.079,0.137,0.248,0.425

58379,0.289,0.194,0.118,0.195,0.204

58642,0.2,0.201,0.137,0.244,0.218

58748,0.206,0.119,0.142,0.259,0.274

58649,0.188,0.141,0.146,0.262,0.263

58746,0.191,0.147,0.151,0.258,0.253

58507,0.172,0.233,0.091,0.297,0.207

58005,0.09,0.113,0.142,0.233,0.423

58323,0.146,0.272,0.165,0.222,0.195

58415,0.151,0.077,0.227,0.277,0.267

58844,0.186,0.168,0.163,0.255,0.227

58642,0.195,0.189,0.125,0.252,0.239

58464,0.269,0.159,0.117,0.209,0.246

58573,0.16,0.221,0.094,0.302,0.222

58455,0.265,0.081,0.081,0.27,0.304

58621,0.187,0.206,0.149,0.256,0.203

58235,0.097,0.122,0.222,0.253,0.305

58533,0.177,0.233,0.125,0.275,0.19

58452,0.162,0.054,0.197,0.217,0.37

58650,0.218,0.207,0.15,0.232,0.193

58561,0.193,0.206,0.074,0.301,0.226

58442,0.115,0.07,0.193,0.307,0.315

58442,0.172,0.156,0.104,0.295,0.272

58744,0.206,0.132,0.124,0.263,0.275

58495,0.169,0.128,0.136,0.275,0.291

58621,0.19,0.182,0.142,0.253,0.232

58778,0.189,0.185,0.107,0.273,0.246

58571,0.189,0.197,0.111,0.266,0.237

58570,0.172,0.235,0.096,0.293,0.205

58746,0.192,0.16,0.134,0.258,0.256

58254,0.133,0.183,0.193,0.218,0.274

58571,0.181,0.217,0.102,0.28,0.221

58222,0.08,0.216,0.202,0.256,0.247

58788,0.253,0.136,0.12,0.246,0.246

58355,0.242,0.25,0.138,0.175,0.195

58054,0.073,0.114,0.223,0.236,0.354

58746,0.193,0.13,0.141,0.262,0.274

58008,0.155,0.174,0.189,0.116,0.366

58329,0.248,0.154,0.135,0.235,0.228

58054,0.081,0.163,0.249,0.251,0.257

58758,0.203,0.186,0.091,0.285,0.235

58568,0.157,0.228,0.108,0.295,0.211

58649,0.217,0.179,0.142,0.246,0.215

58630,0.207,0.205,0.129,0.24,0.219

58425,0.172,0.061,0.302,0.182,0.283

58442,0.202,0.053,0.076,0.314,0.354

58323,0.263,0.232,0.127,0.198,0.18

58219,0.144,0.115,0.205,0.233,0.303

58233,0.087,0.181,0.208,0.253,0.271

58785,0.195,0.138,0.127,0.263,0.276

58451,0.254,0.163,0.083,0.275,0.226

58852,0.186,0.182,0.155,0.254,0.223

45657,0.074,0.116,0.149,0.222,0.439

45812,0.085,0.104,0.114,0.382,0.314

44638,0.068,0.035,0.268,0.19,0.438

44088,0.144,0.008,0.099,0.257,0.492

45719,0.071,0.115,0.164,0.236,0.413

45870,0.131,0.089,0.153,0.342,0.285

43928,0.082,0.086,0.118,0.25,0.464

45168,0.177,0.177,0.101,0.128,0.417

45012,0.047,0.072,0.106,0.244,0.531

44427,0.147,0.261,0.052,0.15,0.39

43084,0.084,0.051,0.274,0.269,0.321

45505,0.066,0.027,0.19,0.247,0.471

45158,0.082,0.069,0.074,0.192,0.584

45166,0.171,0.198,0.071,0.105,0.455

44665,0.098,0.08,0.115,0.156,0.551

43836,0.077,0.194,0.294,0.178,0.258

44820,0.101,0.107,0.126,0.184,0.482

44195,0.042,0.052,0.084,0.213,0.609

45845,0.216,0.084,0.15,0.28,0.271

43519,0.052,0.114,0.152,0.221,0.462

43356,0.018,0.081,0.084,0.177,0.64

44857,0.078,0.022,0.091,0.179,0.63

43150,0.1,0.095,0.135,0.142,0.527

43160,0.157,0.055,0.328,0.158,0.302

43069,0.042,0.054,0.09,0.198,0.617

43545,0.029,0.046,0.318,0.272,0.335

45678,0.074,0.082,0.203,0.178,0.463

44073,0.03,0.057,0.064,0.218,0.631

45301,0.041,0.082,0.095,0.264,0.519

43736,0.101,0.162,0.137,0.181,0.419

45051,0.069,0.056,0.102,0.224,0.549

45816,0.076,0.127,0.122,0.302,0.373

45812,0.149,0.121,0.134,0.227,0.368

43910,0.107,0.141,0.153,0.233,0.365

43511,0.038,0.111,0.189,0.197,0.465

45612,0.157,0.144,0.068,0.162,0.468

43135,0.169,0.137,0.21,0.104,0.38

44638,0.05,0.087,0.134,0.271,0.457

44857,0.191,0.064,0.204,0.172,0.369

45613,0.166,0.141,0.247,0.105,0.341

43910,0.076,0.142,0.152,0.209,0.42

43843,0.138,0.1,0.065,0.17,0.526

44045,0.067,0.039,0.104,0.246,0.544

45678,0.089,0.097,0.185,0.23,0.399

43073,0.056,0.102,0.176,0.127,0.539

43324,0.136,0.117,0.314,0.248,0.186

44055,0.089,0.097,0.099,0.207,0.508

43610,0.078,0.056,0.111,0.189,0.566

43146,0.037,0.087,0.167,0.262,0.447

44609,0.046,0.099,0.099,0.231,0.525

43356,0.084,0.18,0.115,0.159,0.462

44253,0.068,0.077,0.125,0.227,0.503

45620,0.072,0.137,0.182,0.177,0.432

45866,0.102,0.105,0.245,0.314,0.233

45359,0.077,0.07,0.19,0.227,0.436

45789,0.04,0.144,0.139,0.291,0.386

45459,0.041,0.065,0.065,0.222,0.607

43731,0.142,0.114,0.153,0.259,0.332

43356,0.059,0.094,0.075,0.31,0.462

43802,0.136,0.145,0.121,0.182,0.416

43713,0.109,0.176,0.139,0.219,0.357

43436,0.052,0.035,0.084,0.219,0.609

43556,0.095,0.061,0.24,0.314,0.29

43782,0.138,0.149,0.214,0.19,0.309

43125,0.067,0.087,0.092,0.244,0.51

45646,0.186,0.124,0.124,0.158,0.409

44411,0.028,0.078,0.126,0.213,0.555

45330,0.045,0.146,0.186,0.248,0.375

45875,0.041,0.118,0.253,0.307,0.28

43019,0.066,0.08,0.213,0.221,0.419

45617,0.181,0.103,0.101,0.168,0.447

43442,0.139,0.074,0.109,0.209,0.469

45630,0.121,0.096,0.242,0.156,0.387

44845,0.119,0.195,0.243,0.164,0.279

45356,0.182,0.119,0.216,0.283,0.2

44767,0.065,0.11,0.102,0.198,0.525

44315,0.048,0.056,0.125,0.207,0.565

44403,0.054,0.059,0.121,0.23,0.535

44629,0.126,0.204,0.116,0.215,0.339

43084,0.175,0.018,0.099,0.245,0.463

45874,0.069,0.084,0.223,0.412,0.212

45692,0.09,0.165,0.218,0.147,0.38

45241,0.062,0.044,0.085,0.162,0.647

45787,0.072,0.121,0.142,0.29,0.375

44636,0.064,0.082,0.144,0.245,0.466

43543,0.035,0.133,0.199,0.208,0.425

43414,0.029,0.061,0.086,0.252,0.572

43316,0.1,0.201,0.138,0.135,0.426

74931,0.105,0.068,0.258,0.213,0.356

73717,0.203,0.096,0.188,0.25,0.262

74533,0.076,0.184,0.111,0.284,0.345

73844,0.153,0.154,0.085,0.223,0.384

73668,0.088,0.265,0.187,0.121,0.339

73772,0.029,0.081,0.244,0.32,0.326

74721,0.094,0.087,0.125,0.237,0.457

73001,0.013,0.111,0.194,0.239,0.444

73142,0.043,0.073,0.103,0.309,0.472

73437,0.128,0.169,0.138,0.213,0.351

74444,0.099,0.121,0.212,0.24,0.327

74743,0.064,0.113,0.119,0.251,0.454

73946,0.14,0.089,0.153,0.26,0.358

73159,0.046,0.101,0.079,0.25,0.524

74825,0.075,0.12,0.105,0.307,0.394

73567,0.054,0.179,0.127,0.226,0.413

73572,0.06,0.117,0.102,0.173,0.548

74301,0.247,0.113,0.236,0.112,0.292

74068,0.154,0.074,0.145,0.212,0.415

73654,0.006,0.274,0.413,0.13,0.177

74343,0.188,0.187,0.202,0.107,0.316

73654,0.066,0.185,0.286,0.219,0.244

73843,0.132,0.22,0.135,0.207,0.306

73743,0.233,0.103,0.127,0.28,0.258

73011,0.075,0.087,0.157,0.249,0.433

73011,0.047,0.098,0.185,0.249,0.422

73758,0.205,0.136,0.145,0.255,0.257

73673,0.073,0.19,0.148,0.225,0.365

73571,0.105,0.158,0.16,0.239,0.338

73848,0.158,0.189,0.118,0.257,0.278

74943,0.146,0.09,0.203,0.258,0.303

74825,0.089,0.037,0.146,0.213,0.514

73539,0.021,0.127,0.148,0.291,0.411

73548,0.084,0.108,0.163,0.14,0.505

74856,0.088,0.137,0.157,0.244,0.374

74602,0.099,0.12,0.135,0.225,0.419

73764,0.046,0.093,0.05,0.192,0.619

73559,0.025,0.19,0.131,0.239,0.415

74578,0.159,0.136,0.184,0.277,0.245

74951,0.142,0.152,0.156,0.196,0.354

74864,0.135,0.103,0.204,0.222,0.337

73007,0.03,0.027,0.114,0.31,0.519

73401,0.188,0.08,0.103,0.195,0.435

73031,0.092,0.099,0.068,0.197,0.545

74737,0.131,0.141,0.117,0.187,0.423

74469,0.085,0.057,0.265,0.221,0.373

73726,0.169,0.072,0.212,0.285,0.261

73401,0.13,0.074,0.114,0.256,0.425

74350,0.173,0.175,0.213,0.135,0.303

74856,0.042,0.154,0.247,0.218,0.34

74469,0.063,0.088,0.262,0.198,0.388

74601,0.069,0.085,0.1,0.253,0.493

74301,0.148,0.121,0.164,0.181,0.386

74864,0.112,0.035,0.241,0.193,0.419

73190,0.096,0.064,0.097,0.225,0.518

74456,0.078,0.052,0.204,0.276,0.39

74060,0.077,0.103,0.23,0.218,0.372

74343,0.154,0.13,0.229,0.151,0.337

74034,0.178,0.085,0.159,0.213,0.365

74074,0.083,0.068,0.129,0.207,0.514

74578,0.117,0.112,0.153,0.36,0.258

74825,0.029,0.033,0.102,0.235,0.601

74864,0.042,0.052,0.278,0.236,0.392

74521,0.077,0.152,0.122,0.261,0.388

73642,0.109,0.248,0.192,0.091,0.36

74016,0.097,0.105,0.164,0.201,0.433

74840,0.095,0.034,0.225,0.169,0.478

74954,0.106,0.11,0.209,0.212,0.362

73442,0.041,0.088,0.21,0.286,0.375

73949,0.123,0.12,0.102,0.225,0.43

73542,0.042,0.142,0.11,0.225,0.48

74187,0.074,0.061,0.141,0.243,0.482

74467,0.032,0.112,0.175,0.306,0.375

74003,0.118,0.183,0.162,0.192,0.345

73062,0.024,0.256,0.243,0.164,0.313

73717,0.165,0.116,0.166,0.281,0.272

73852,0.146,0.232,0.145,0.247,0.229

97840,0.051,0.189,0.179,0.189,0.392

97326,0.007,0.007,0.059,0.156,0.77

97036,0.016,0.024,0.071,0.168,0.721

97121,0.052,0.027,0.051,0.073,0.797

97064,0.048,0.015,0.158,0.174,0.604

97449,0.128,0.061,0.136,0.099,0.577

97756,0.019,0.075,0.027,0.246,0.633

97464,0.025,0.058,0.1,0.162,0.655

97712,0.01,0.061,0.014,0.25,0.666

97494,0.082,0.052,0.116,0.239,0.511

97823,0.008,0.003,0.049,0.332,0.607

97873,0.014,0.062,0.132,0.12,0.671

97722,0.032,0.099,0.114,0.157,0.598

97041,0.03,0.071,0.127,0.162,0.61

97536,0.044,0.077,0.075,0.138,0.665

97730,0.018,0.062,0.012,0.25,0.657

97538,0.028,0.056,0.072,0.192,0.652

97737,0.097,0.031,0.062,0.227,0.583

97636,0.05,0.017,0.127,0.247,0.558

97431,0.031,0.036,0.077,0.137,0.719

97326,0.001,0.012,0.047,0.131,0.81

97352,0.057,0.025,0.096,0.159,0.664

97907,0.071,0.206,0.213,0.206,0.305

97313,0.029,0.013,0.053,0.196,0.71

97882,0.026,0.004,0.083,0.197,0.69

97010,0.013,0.016,0.054,0.178,0.738

97370,0.013,0.022,0.078,0.242,0.645

97033,0.008,0.014,0.046,0.271,0.66

97122,0.125,0.04,0.092,0.163,0.581

97882,0.043,0.01,0.081,0.155,0.71

97876,0.034,0.088,0.086,0.189,0.603

97827,0.041,0.083,0.146,0.229,0.501

97057,0.019,0.034,0.069,0.197,0.681

97075,0.006,0.009,0.059,0.169,0.756

97823,0.023,0.07,0.049,0.232,0.626

97148,0.021,0.035,0.072,0.143,0.729

17303,0.039,0.034,0.083,0.238,0.606

15095,0.017,0.022,0.035,0.165,0.761

16250,0.027,0.074,0.159,0.173,0.568

15043,0.015,0.023,0.1,0.137,0.725

15534,0.014,0.111,0.1,0.205,0.57

19516,0.036,0.012,0.06,0.174,0.719

16682,0.041,0.132,0.083,0.249,0.495

16945,0.042,0.017,0.051,0.194,0.697

18921,0.014,0.018,0.032,0.131,0.805

16229,0.035,0.062,0.062,0.194,0.647

15925,0.026,0.062,0.153,0.228,0.53

15834,0.147,0.014,0.048,0.142,0.649

18210,0.013,0.062,0.015,0.145,0.764

16864,0.017,0.013,0.076,0.101,0.792

19318,0.006,0.022,0.038,0.113,0.82

16255,0.057,0.03,0.152,0.155,0.605

16834,0.051,0.055,0.176,0.206,0.512

17726,0.014,0.024,0.077,0.19,0.696

18631,0.02,0.046,0.05,0.163,0.721

16420,0.024,0.016,0.136,0.266,0.558

17257,0.031,0.032,0.183,0.192,0.562

17124,0.032,0.023,0.258,0.147,0.539

19373,0.01,0.01,0.044,0.123,0.814

15841,0.055,0.016,0.084,0.15,0.695

16501,0.016,0.025,0.057,0.136,0.766

15415,0.053,0.064,0.144,0.161,0.578

16370,0.016,0.008,0.158,0.196,0.622

17251,0.023,0.04,0.082,0.248,0.607

17223,0.013,0.145,0.053,0.23,0.559

15351,0.104,0.11,0.187,0.124,0.475

16694,0.07,0.06,0.155,0.232,0.483

15741,0.015,0.047,0.066,0.22,0.652

15763,0.083,0.046,0.142,0.197,0.531

17076,0.065,0.068,0.093,0.214,0.56

18517,0.007,0.006,0.039,0.106,0.843

17537,0.037,0.013,0.054,0.172,0.724

16143,0.034,0.07,0.093,0.301,0.503

17088,0.026,0.008,0.062,0.178,0.725

18065,0.014,0.004,0.053,0.103,0.826

18247,0.016,0.024,0.045,0.136,0.779

17769,0.062,0.057,0.06,0.207,0.614

16727,0.012,0.004,0.03,0.134,0.82

16342,0.028,0.044,0.094,0.215,0.62

17051,0.084,0.049,0.129,0.171,0.567

18352,0.019,0.047,0.052,0.061,0.822

19450,0.016,0.019,0.044,0.16,0.761

17884,0.042,0.022,0.079,0.143,0.714

18044,0.015,0.012,0.034,0.118,0.822

17881,0.064,0.013,0.078,0.197,0.649

17037,0.035,0.017,0.1,0.199,0.649

19172,0.023,0.012,0.051,0.12,0.794

18324,0.01,0.013,0.036,0.165,0.777

16943,0.061,0.011,0.061,0.12,0.747

18248,0.066,0.002,0.048,0.173,0.711

17045,0.062,0.036,0.104,0.226,0.572

15502,0.041,0.04,0.188,0.267,0.464

17768,0.025,0.035,0.038,0.141,0.76

18843,0.046,0.029,0.038,0.065,0.822

16940,0.098,0.044,0.111,0.183,0.565

17880,0.078,0.032,0.103,0.211,0.576

16342,0.004,0.015,0.115,0.152,0.714

16420,0.009,0.019,0.114,0.224,0.634

15347,0.052,0.02,0.045,0.149,0.735

18453,0.004,0.009,0.08,0.08,0.828

15674,0.017,0.07,0.069,0.172,0.673

18630,0.035,0.008,0.049,0.072,0.836

17321,0.018,0.024,0.091,0.174,0.693

02915,0.007,0.003,0.02,0.143,0.827

02825,0.016,0.003,0.05,0.123,0.807

02835,0.004,0.006,0.046,0.129,0.815

02902,0.022,0.014,0.05,0.159,0.754

02807,0.012,0.022,0.034,0.126,0.807

29692,0.117,0.102,0.243,0.166,0.371

29842,0.1,0.086,0.116,0.193,0.505

29846,0.172,0.211,0.012,0.22,0.384

29673,0.069,0.065,0.138,0.26,0.468

29432,0.167,0.031,0.053,0.235,0.515

29826,0.169,0.067,0.035,0.281,0.447

29941,0.038,0.027,0.055,0.147,0.733

29476,0.05,0.074,0.107,0.171,0.597

29112,0.06,0.047,0.129,0.173,0.592

29457,0.036,0.059,0.062,0.186,0.657

29743,0.088,0.083,0.121,0.179,0.528

29055,0.151,0.065,0.055,0.23,0.5

29709,0.117,0.079,0.148,0.129,0.526

29560,0.083,0.147,0.128,0.157,0.486

29493,0.088,0.077,0.094,0.1,0.641

29532,0.153,0.083,0.114,0.103,0.548

29571,0.156,0.056,0.188,0.17,0.43

29448,0.071,0.071,0.123,0.16,0.576

29832,0.099,0.084,0.083,0.165,0.569

29055,0.046,0.032,0.046,0.31,0.566

29583,0.114,0.08,0.133,0.109,0.564

29510,0.04,0.014,0.079,0.191,0.675

29612,0.049,0.079,0.153,0.206,0.513

29666,0.074,0.087,0.226,0.151,0.463

29916,0.13,0.156,0.025,0.148,0.542

29578,0.086,0.052,0.081,0.19,0.591

